Committee,Type,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Country,Occupation,Employer,Contribution Type,Amount Type,Purpose,Total To Date,Refund Transaction Type,Refund Original Transaction Date,Refund Original Transaction Total,Refund Original Transaction Descr,Previous Transaction (Y/N),Fundraiser Name,Fundraiser Location,Fundraiser Attendees,Fundraiser Tickets Sold,Election Type,Total Primary,Total General,type,Expenditure Type,Candidate Issue,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Matched Candidate,Matched District,Matched Party,Matched Race
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2385.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Ken Allen,Mail,2004,mail production/postage,N,,,,,,,,KENNETH E ALLEN,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2555.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Trevor Funseth,mail,2394,mail production/postage,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2183.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Jed Hinkle,Mail,1537,mail production/postage,N,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2552.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Mary Horman,Mail,2387,mail production/postage,N,,,,,,,,MARY HORMAN,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,-2626.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Jason Ellsworth,mail,2557,mail production/postage,N,,,,,,,,JASON ELLSWORTH,HOUSE DISTRICT 34,REP,STATE REPRESENTATIVE DISTRICT 34
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,-2483.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Susan Geise,mail,2229,mail production/postage,N,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,-3281.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Mike Talia,mail,4066,mail production/postage,N,,,,,,,,MIKE TALIA,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,-3315.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Doug Martens,Mail,4144,mail production/postage,N,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,-2974.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose George Nikolakakos,Mail,3360,mail production/postage,N,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-28 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,-2536.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose John Fitzpatrick,Mail,2352,mail production/postage,N,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2483.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Justin Cleveland,Mail,2229,mail production/postage,N,,,,,,,,JUSTIN W CLEVELAND,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-3281.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Steve LaPraim,Mail,4066,mail production/postage,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-3315.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Greg Kmetz,mail,4144,mail production/postage,N,,,,,,,,GREG KMETZ,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2483.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Nelly Nicol,Mail,2230,mail production/postage,N,,,,,,,,NELLY NICOL,HOUSE DISTRICT 53,REP,STATE REPRESENTATIVE DISTRICT 53
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2260.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Charlie Loveridge,Mail,1716,mail production/postage,N,,,,,,,,CHARLIE LOVERIDGE,HOUSE DISTRICT 49,REP,STATE REPRESENTATIVE DISTRICT 49
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-3662.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Barry Usher,Mail,4944,mail production/postage,N,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-2986.55,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Support Jeff Stanek,Radio,,Radio Advertising,N,,,,,,,,JEFF STANEK,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-2986.55,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Oppose Curtis Cochran,Radio,,radio advertising,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-3505.95,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Oppose John Fitzpatrick,Radio,,Radio advertising,N,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-3505.95,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Support Trish Schreiber,Radio,,Radio Advertising,N,,,,,,,,TRISH SCHREIBER,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-6566.7,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Oppose Ken Walsh,Radio,,Radio Advertising,N,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-6566.7,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Support Trevor Walker,Radio,,Radio Advertising,N,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-4368.52,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Oppose Brad Barker,Radio,,Radio Advertising,N,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-4368.53,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Support Mary Horman,Radio,,Radio Advertising,N,,,,,,,,MARY HORMAN,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-3181.33,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Oppose Stacy Zinn,Radio,,Radio Advertising,N,,,,,,,,STACY ZINN,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-3181.32,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Support Ed Walker,Radio,,Radio Advertising,N,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-3199.88,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Support Linda Harmon,Radio,,Radio Advertising,N,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-3199.87,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Oppose Valerie Moore,Radio,,Radio advertising ,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-3626.52,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Oppose Mike Talia,Radio,,Radio Advertising,N,,,,,,,,MIKE TALIA,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-3626.53,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Support Steve LaPraim,Radio,,radio advertising,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-1688.05,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Oppose Shelley Vance,Radio,,Radio Advertising,N,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-1688.05,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Support Caleb Hinkle,Radio,,Radio Advertising,N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,-3505.95,,,,,,Radio Advertising,,,,,,,,,,,PM,,,,3,Support Barry Usher,Radio,N/a,Radio Advertising,N,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-12 00:00:00,Capcor Strategies,,,,1345 S Capitol St SW,Washington,DC,20003,,-19541.0,,,,,,Door to door canvassing,,,,,,,,,,,PM,,,,3,Oppose George Nikolakaos,door to door,,door to door canvassing,N,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-12 00:00:00,Capcor Strategies,,,,1345 S Capitol St SW,Washington,DC,20003,,-19541.0,,,,,,Door to door canvassing,,,,,,,,,,,PM,,,,3,Support Randy Pinocci,Door to door,,door to door canvassing,N,,,,,,,,RANDY PINOCCI,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-21 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2483.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Nelly Nicol,mail,2230,mail production/postage,N,,,,,,,,NELLY NICOL,HOUSE DISTRICT 53,REP,STATE REPRESENTATIVE DISTRICT 53
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-21 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-3662.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Barry Usher,Mail,4944,mail production/postage,N,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-21 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,-2483.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Susan Geise,mail,2229,mail production/postage,N,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-21 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,-3281.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Mike Talia,mail,4066,mail production/postage,N,,,,,,,,MIKE TALIA,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-21 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,-2995.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Shelley Vance,mail,3407,mail production/postage,N,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-21 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,-3662.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Chris Rindal,Mail,4944,mail production/postage,N,,,,,,,,CHRIS RINDAL,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-21 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,-3315.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Doug Martens,Mail,4144,mail production/postage,N,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-21 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,-2974.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose George Nikolakakos,Mail,3360,mail production/postage,N,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-08 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2536.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose John Fitzpatrick,Mail,2352,mail production/postage,N,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-08 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2563.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Valerie Moore,Mail,2414,mail production/postage,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2995.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Shelley Vance,Mail,3407,mail production/postage,N,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2563.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Valerie Moore,Mail,2414,mail production/postage,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2995.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Shelley Vance,Mail,3407,mail production/postage,N,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2536.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose John Fitzpatrick,Mail,2352,mail production/postage,N,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-24 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2310.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Trevor Funseth,Mail,2566,mail production/postage,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2928.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Ed Walker,Mail,2200,mail production/postage,N,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-05 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-3662.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Barry Usher,Mail,4944,mail production/postage,N,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-3662.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Barry Usher,Mail,4944,mail production/postage,N,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2310.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Trevor Funseth,Mail,2566,mail production/postage,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
