Committee,Type,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Country,Occupation,Employer,Contribution Type,Amount Type,Purpose,Total To Date,Refund Transaction Type,Refund Original Transaction Date,Refund Original Transaction Total,Refund Original Transaction Descr,Previous Transaction (Y/N),Fundraiser Name,Fundraiser Location,Fundraiser Attendees,Fundraiser Tickets Sold,Election Type,Total Primary,Total General,type
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-01-06 00:00:00,Tri County Republican Women,,,,7045 Viscaya Rd,Helena,MT,59602,,220.0,,,,5,CA,,492.5,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-02-03 00:00:00,Tri County Republican Women,,,,7045 Viscaya Rd,Helena,MT,59602,,25.0,,,,5,CA,,492.5,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-03-11 00:00:00,Stillwater Republican Women ,,,,8 Voss Lane,Park City,MT,59063,,247.5,,,,5,CA,,247.5,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-01-31 00:00:00,,Carol,M,Gruetter,105 Bridger Woods,Bozeman,MT,59715,,104.1,,Retired,,8,CA,,104.1,,,,,N,,,,,,,,Other political committee contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-03-01 00:00:00,,Kristen,G,Juras,220 Woodland Estates,Great Falls,MT,59404,,150.95,,Lieutenant Governor,State of Monana,8,CA,,150.95,,,,,N,,,,,,,,Other political committee contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-02-16 00:00:00,Prairie CO Republicans,,,,PO Box 317,Terry ,MT,59349,,300.0,,,,5,CA,,300.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-02-20 00:00:00,Flathead County Republican Women's Club,,,,PO Box 3145,Kalispell,MT,59903,,302.5,,,,5,CA,,1592.5,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-02-25 00:00:00,Republican Women's Club for Lincoln County,,,,PO Box 1055,Eureka,MT,59917,,520.0,,,,5,CA,,520.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-02-25 00:00:00,,Peggy,,Weber,1132 Ginger Avenue,Billings,MT,59105,,220.0,,Retired,,8,CA,,220.0,,,,,N,,,,,,,,Other political committee contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-01-20 00:00:00,Lake County Republican Women,,,,PO Box 174,Polson,MT,59864,,495.0,,,,5,CA,,495.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-01-15 00:00:00,Lewis & Clark Republican Women's Club,,,,8473 Green Meadow,Helena,MT,59602,,1097.5,,,,5,CA,,1675.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-02-03 00:00:00,Custer County Republican Women,,,,PO Box 1554,Miles City,MT,59301,,190.0,,,,5,CA,,190.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-03-11 00:00:00,Carbon County Republican Women,,,,27 Gibson Rd,Joliet,MT,59041,,55.0,,,,5,CA,,245.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-03-25 00:00:00,Lewis & Clark Republican Women's Club,,,,8473 Green Meadow,Helena,MT,59602,,302.5,,,,5,CA,,1675.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-02-20 00:00:00,Lewis & Clark Republican Women's Club,,,,8473 Green Meadow,Helena,MT,59602,,275.0,,,,5,CA,,1675.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-02-20 00:00:00,Ravalli County Republican Women,,,,PO 892,Corvallis ,MT,59828,,575.0,,,,5,CA,,575.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-03-02 00:00:00,Missoula County Republican Women,,,,6610 Linda Vista,Missoula,MT,59803,,355.0,,,,5,CA,,355.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-03-06 00:00:00,Tri County Republican Women,,,,7045 Viscaya Rd,Helena,MT,59602,,137.5,,,,5,CA,,492.5,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-03-11 00:00:00,Flathead County Republican Women,,,,PO Box 3145,Kalispell,MT,59901,,82.5,,,,5,CA,,82.5,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-01-28 00:00:00,Flathead County Republican Women's Club,,,,PO Box 3145,Kalispell,MT,59903,,1290.0,,,,5,CA,,1592.5,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-02-06 00:00:00,Gallatin County Republican Women,,,,PO Box 1036,Bozeman,MT,59771,,1537.5,,,,5,CA,,1537.5,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-02-06 00:00:00,Carbon County Republican Women,,,,27 Gibson Rd,Joliet,MT,59041,,190.0,,,,5,CA,,245.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-01-06 00:00:00,Butte Silver Bow Republican Women,,,,PO Box 721,Butte,MT,59703,,300.0,,,,5,CA,,300.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,01/01/2026 to 03/25/2026,C6,2026-02-06 00:00:00,Tri County Republican Women,,,,7045 Viscaya Rd,Helena,MT,59602,,110.0,,,,5,CA,,492.5,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,10/01/2025 to 12/31/2025,C6,2025-10-06 00:00:00,,Carol,,Gruetter,P.O. Box 1036,Bozeman,MT,59771,,100.0,,Retired,,8,CA,,100.0,,,,,N,,,,,,,,Other political committee contributions
Montana Federation Of Republican Women,contribution,10/01/2025 to 12/31/2025,C6,2025-10-06 00:00:00,,Janice,,Smith,P. O. Box 3,East Helena,MT,59635,,65.0,,Retired,,8,CA,,65.0,,,,,N,,,,,,,,Other political committee contributions
Montana Federation Of Republican Women,contribution,10/01/2025 to 12/31/2025,C6,2025-10-06 00:00:00,,Annie,,Bukacek,1 Sunset Plaza,Kalispell,MT,59901,,90.0,,Physician,self,8,CA,,90.0,,,,,N,,,,,,,,Other political committee contributions
Montana Federation Of Republican Women,contribution,10/01/2025 to 12/31/2025,C6,2025-10-27 00:00:00,Stillwater Republican Women,,,,PO Box 1496,Columbus,MT,59019,,55.0,,,,5,CA,,850.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,10/01/2025 to 12/31/2025,C6,2025-11-21 00:00:00,Stillwater Republican Women,,,,PO Box 1496,Columbus,MT,59019,,80.0,,,,5,CA,,850.0,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,10/01/2025 to 12/31/2025,C6,2025-12-09 00:00:00,Tri County Republican Women,,,,7045 Viscaya Rd,Helena,MT,59602,,137.5,,,,5,CA,,247.5,,,,,N,,,,,,,,PAC contributions
Montana Federation Of Republican Women,contribution,10/01/2025 to 12/31/2025,C6,2025-10-14 00:00:00,GiveSendGo,Jacob,10 So,Wells,10 Southpark Lane,Mansfield,ME,2048,,350.0,,Fundraier,GiveSendGo,8,CA,,350.0,,,,,N,,,,,,,,Other political committee contributions
